-32.32614352752056,"[0.0, 0.00511770726714432, 0.0, 0.0]","[1.0, 1.0, 1.0]"
-32.32582811167524,"[0.0, 0.01023541453428864, 0.0, 0.0]","[2.0, 2.0, 2.0]"
-32.32551350297692,"[0.0, 0.015353121801432957, 0.0, 0.0]","[3.0, 3.0, 3.0]"
-32.32519970144915,"[0.0, 0.02047082906857728, 0.0, 0.0]","[4.0, 4.0, 4.0]"
-32.324886707115446,"[0.0, 0.0255885363357216, 0.0, 0.0]","[5.0, 5.0, 5.0]"
-32.32457451999925,"[0.0, 0.030706243602865915, 0.0, 0.0]","[6.0, 6.0, 6.0]"
-32.324263140123946,"[0.0, 0.03582395087001024, 0.0, 0.0]","[7.0, 7.0, 7.0]"
-32.323952567512876,"[0.0, 0.04094165813715456, 0.0, 0.0]","[8.0, 8.0, 8.0]"
-32.323642802189305,"[0.0, 0.04605936540429887, 0.0, 0.0]","[9.0, 9.0, 9.0]"
-32.32333384417643,"[0.0, 0.0511770726714432, 0.0, 0.0]","[10.0, 10.0, 10.0]"
-32.323025693497414,"[0.0, 0.056294779938587516, 0.0, 0.0]","[11.0, 11.0, 11.0]"
-32.32271835017534,"[0.0, 0.06141248720573183, 0.0, 0.0]","[12.0, 12.0, 12.0]"
-32.32241181423325,"[0.0, 0.06653019447287616, 0.0, 0.0]","[13.0, 13.0, 13.0]"
-32.3221060856941,"[0.0, 0.07164790174002048, 0.0, 0.0]","[14.0, 14.0, 14.0]"
-32.32180116458081,"[0.0, 0.0767656090071648, 0.0, 0.0]","[15.0, 15.0, 15.0]"
-32.321497050916236,"[0.0, 0.08188331627430911, 0.0, 0.0]","[16.0, 16.0, 16.0]"
-32.32119374472316,"[0.0, 0.08700102354145342, 0.0, 0.0]","[17.0, 17.0, 17.0]"
-32.32089124602432,"[0.0, 0.09211873080859774, 0.0, 0.0]","[18.0, 18.0, 18.0]"
-32.320589554842385,"[0.0, 0.09723643807574207, 0.0, 0.0]","[19.0, 19.0, 19.0]"
-32.320288671199975,"[0.0, 0.1023541453428864, 0.0, 0.0]","[20.0, 20.0, 20.0]"
-32.31998859511964,"[0.0, 0.10747185261003071, 0.0, 0.0]","[21.0, 21.0, 21.0]"
-32.319689326623866,"[0.0, 0.11258955987717503, 0.0, 0.0]","[22.0, 22.0, 22.0]"
-32.3193908657351,"[0.0, 0.11770726714431934, 0.0, 0.0]","[23.0, 23.0, 23.0]"
-32.31909321247571,"[0.0, 0.12282497441146366, 0.0, 0.0]","[24.0, 24.0, 24.0]"
-32.31879636686801,"[0.0, 0.127942681678608, 0.0, 0.0]","[25.0, 25.0, 25.0]"
-32.31850032893425,"[0.0, 0.1330603889457523, 0.0, 0.0]","[26.0, 26.0, 26.0]"
-32.31820509869664,"[0.0, 0.13817809621289662, 0.0, 0.0]","[27.0, 27.0, 27.0]"
-32.317910676177306,"[0.0, 0.14329580348004095, 0.0, 0.0]","[28.0, 28.0, 28.0]"
-32.317617061398316,"[0.0, 0.14841351074718526, 0.0, 0.0]","[29.0, 29.0, 29.0]"
-32.317324254381695,"[0.0, 0.1535312180143296, 0.0, 0.0]","[30.0, 30.0, 30.0]"
-32.31703225514941,"[0.0, 0.1586489252814739, 0.0, 0.0]","[31.0, 31.0, 31.0]"
-32.316741063723335,"[0.0, 0.16376663254861823, 0.0, 0.0]","[32.0, 32.0, 32.0]"
-32.316450680125314,"[0.0, 0.16888433981576256, 0.0, 0.0]","[33.0, 33.0, 33.0]"
-32.31616110437713,"[0.0, 0.17400204708290684, 0.0, 0.0]","[34.0, 34.0, 34.0]"
-32.3158723365005,"[0.0, 0.17911975435005117, 0.0, 0.0]","[35.0, 35.0, 35.0]"
-32.31558437651707,"[0.0, 0.18423746161719548, 0.0, 0.0]","[36.0, 36.0, 36.0]"
-32.31529722444845,"[0.0, 0.18935516888433981, 0.0, 0.0]","[37.0, 37.0, 37.0]"
-32.31501088031617,"[0.0, 0.19447287615148415, 0.0, 0.0]","[38.0, 38.0, 38.0]"
-32.31472534414171,"[0.0, 0.19959058341862845, 0.0, 0.0]","[39.0, 39.0, 39.0]"
-32.314440615946495,"[0.0, 0.2047082906857728, 0.0, 0.0]","[40.0, 40.0, 40.0]"
-32.31415669575187,"[0.0, 0.2098259979529171, 0.0, 0.0]","[41.0, 41.0, 41.0]"
-32.31387358357914,"[0.0, 0.21494370522006143, 0.0, 0.0]","[42.0, 42.0, 42.0]"
-32.31359127944953,"[0.0, 0.22006141248720576, 0.0, 0.0]","[43.0, 43.0, 43.0]"
-32.31330978338425,"[0.0, 0.22517911975435007, 0.0, 0.0]","[44.0, 44.0, 44.0]"
-32.31302909540438,"[0.0, 0.2302968270214944, 0.0, 0.0]","[45.0, 45.0, 45.0]"
-32.31274921553101,"[0.0, 0.23541453428863868, 0.0, 0.0]","[46.0, 46.0, 46.0]"
-32.31247014378512,"[0.0, 0.240532241555783, 0.0, 0.0]","[47.0, 47.0, 47.0]"
-32.312191880187655,"[0.0, 0.24564994882292732, 0.0, 0.0]","[48.0, 48.0, 48.0]"
-32.31191442475949,"[0.0, 0.2507676560900717, 0.0, 0.0]","[49.0, 49.0, 49.0]"
-32.311637777521454,"[0.0, 0.255885363357216, 0.0, 0.0]","[50.0, 50.0, 50.0]"
-32.3113619384943,"[0.0, 0.2610030706243603, 0.0, 0.0]","[51.0, 51.0, 51.0]"
-32.31108690769872,"[0.0, 0.2661207778915046, 0.0, 0.0]","[52.0, 52.0, 52.0]"
-32.31081268515536,"[0.0, 0.2712384851586489, 0.0, 0.0]","[53.0, 53.0, 53.0]"
-32.3105392708848,"[0.0, 0.27635619242579323, 0.0, 0.0]","[54.0, 54.0, 54.0]"
-32.31026666490756,"[0.0, 0.28147389969293757, 0.0, 0.0]","[55.0, 55.0, 55.0]"
